ID,City,State,Population
5480,Hardin,Montana,"3,829"
5481,Chilton,Wisconsin,"3,828"
5482,Roosevelt Park,Michigan,"3,826"
5483,Ravenswood,West Virginia,"3,825"
5485,Irwin,Pennsylvania,"3,824"
5484,Indian Head,Maryland,"3,824"
5486,Green Oaks,Illinois,"3,822"
5487,Plainwell,Michigan,"3,822"
5488,Bosque Farms,New Mexico,"3,820"
5490,South Russell,Ohio,"3,819"
5489,Jasper,Georgia,"3,819"
5492,King City,Oregon,"3,817"
5491,Highland Falls,New York,"3,817"
5493,North Hudson,Wisconsin,"3,817"
5494,Rocky Ford,Colorado,"3,816"
5495,Jamestown,North Carolina,"3,814"
5496,Mills,Wyoming,"3,813"
5497,Dallastown,Pennsylvania,"3,812"
5498,Lambertville,New Jersey,"3,812"
5499,Cresco,Iowa,"3,808"
5501,Edgewood,New Mexico,"3,805"
5500,Cozad,Nebraska,"3,805"
5502,Cisco,Texas,"3,804"
5503,Cayuga Heights,New York,"3,803"
5504,Hesston,Kansas,"3,803"
5505,Indian Head Park,Illinois,"3,802"
5506,Nome,Alaska,"3,797"
5507,North Muskegon,Michigan,"3,792"
5508,Owego,New York,"3,791"
5511,Waverly,Nebraska,"3,786"
5510,Jackson,Louisiana,"3,786"
5509,Angels,California,"3,786"
5512,Albia,Iowa,"3,785"
5513,Carter Lake,Iowa,"3,784"
5515,Wheatland,California,"3,783"
5514,Forks,Washington,"3,783"
5517,Rochester,Wisconsin,"3,782"
5516,Bishop,California,"3,782"
5519,Upland,Indiana,"3,781"
5518,Franklinton,Louisiana,"3,781"
5521,Wintersville,Ohio,"3,774"
5520,Newcomerstown,Ohio,"3,774"
5523,Leonardtown,Maryland,"3,769"
5522,Beloit,Kansas,"3,769"
5524,Windsor,North Carolina,"3,769"
5527,Leo-Cedarville,Indiana,"3,767"
5526,Lansford,Pennsylvania,"3,767"
5525,Avalon,California,"3,767"
5529,Sweeny,Texas,"3,766"
5528,Merchantville,New Jersey,"3,766"
5530,West Point,Georgia,"3,766"
5531,Oak Point,Texas,"3,763"
5532,Smithton,Illinois,"3,763"
5533,Rochester,Illinois,"3,762"
5535,South Toms River,New Jersey,"3,761"
5534,Aledo,Texas,"3,761"
5537,Lancaster,Wisconsin,"3,760"
5536,Highland Beach,Florida,"3,760"
5538,Emmetsburg,Iowa,"3,758"
5539,Umatilla,Florida,"3,757"
5540,Lake Park,North Carolina,"3,756"
5541,Harrisburg,Oregon,"3,754"
5542,Union Springs,Alabama,"3,749"
5543,Gouverneur,New York,"3,747"
5545,Parkesburg,Pennsylvania,"3,747"
5544,Honea Path,South Carolina,"3,747"
5546,Metamora,Illinois,"3,744"
5547,Odenville,Alabama,"3,743"
5548,Grayson,Georgia,"3,742"
5549,Valley Grande,Alabama,"3,741"
5551,Independence,Minnesota,"3,740"
5550,Boyne City,Michigan,"3,740"
5552,Ashburn,Georgia,"3,737"
5553,Kimberly,Idaho,"3,736"
5554,Stanley,North Carolina,"3,735"
5555,Clifton,Arizona,"3,734"
5556,Waukon,Iowa,"3,733"
5558,Deer Park,Illinois,"3,731"
5557,Ballinger,Texas,"3,731"
5559,Rock Valley,Iowa,"3,730"
5560,Gentry,Arkansas,"3,726"
5561,Hudson,North Carolina,"3,725"
5562,Carefree,Arizona,"3,724"
5563,Crane,Texas,"3,723"
5565,Oneida,Tennessee,"3,722"
5564,Austin,Arkansas,"3,722"
5567,West Liberty,Iowa,"3,721"
5566,Coal Valley,Illinois,"3,721"
5569,St. Charles,Minnesota,"3,720"
5568,Granger,Washington,"3,720"
5570,Clifton Forge,Virginia,"3,715"
5572,Wadsworth,Illinois,"3,714"
5571,Fairbury,Nebraska,"3,714"
5573,Eastover,North Carolina,"3,713"
5574,Nowata,Oklahoma,"3,711"
5575,Eagle Lake,Texas,"3,710"
5576,Justin,Texas,"3,710"
5577,Fairview,North Carolina,"3,708"
5578,Port Vue,Pennsylvania,"3,708"
5579,Dell Rapids,South Dakota,"3,705"
5581,Holts Summit,Missouri,"3,704"
5580,Emerald Isle,North Carolina,"3,704"
5583,Sidney,New York,"3,702"
5582,Northumberland,Pennsylvania,"3,702"
5584,Kiel,Wisconsin,"3,700"
5585,Vienna,Georgia,"3,699"
5586,Lowell,North Carolina,"3,698"
5587,Benson,North Carolina,"3,697"
5589,Lloyd Harbor,New York,"3,694"
5588,Hebron,Indiana,"3,694"
5591,Lake Providence,Louisiana,"3,693"
5590,Evergreen,Alabama,"3,693"
5592,Gaylord,Michigan,"3,690"
5593,Zelienople,Pennsylvania,"3,690"
5594,Aurora,Indiana,"3,689"
5595,Horseshoe Bay,Texas,"3,689"
5596,Shavano Park,Texas,"3,684"
5597,Lincoln,North Dakota,"3,683"
5599,Yellow Springs,Ohio,"3,680"
5598,Norwood Young America,Minnesota,"3,680"
5600,Harrington,Delaware,"3,679"
5602,Wellsville,Utah,"3,678"
5601,Hohenwald,Tennessee,"3,678"
5603,Muttontown,New York,"3,675"
5604,Frackville,Pennsylvania,"3,672"
5606,Mount Gilead,Ohio,"3,671"
5605,Lyons,Kansas,"3,671"
5607,Northfield,Ohio,"3,670"
5609,Spencerport,New York,"3,669"
5608,Minerva,Ohio,"3,669"
5610,Whitesboro,New York,"3,667"
5611,Frederick,Oklahoma,"3,665"
5612,Hainesville,Illinois,"3,665"
5613,Cuthbert,Georgia,"3,664"
5615,Stanford,Kentucky,"3,662"
5614,Shadyside,Ohio,"3,662"
5616,Oakwood,Ohio,"3,660"
5617,Stanley,Wisconsin,"3,660"
5618,Horicon,Wisconsin,"3,656"
5619,Millvale,Pennsylvania,"3,653"
5620,Cedar Springs,Michigan,"3,651"
5621,North East,Maryland,"3,650"
5622,Pelham,Georgia,"3,649"
5623,Beaver Dam,Kentucky,"3,648"
5624,Eveleth,Minnesota,"3,647"
5625,Quartzsite,Arizona,"3,644"
5626,Taylor Lake Village,Texas,"3,641"
5627,Richfield,Ohio,"3,640"
5628,Johnson,Arkansas,"3,639"
5629,Riverwoods,Illinois,"3,638"
5630,Roland,Oklahoma,"3,637"
5632,Rayville,Louisiana,"3,634"
5631,Cave Springs,Arkansas,"3,634"
5633,Lansing,New York,"3,632"
5634,O'Neill,Nebraska,"3,631"
5636,Unadilla,Georgia,"3,626"
5635,Dublin,Texas,"3,626"
5638,Columbus,Texas,"3,625"
5637,Byron,Illinois,"3,625"
5639,Ranlo,North Carolina,"3,625"
5640,Southport,North Carolina,"3,625"
5641,Osage,Iowa,"3,624"
5642,St. Augusta,Minnesota,"3,623"
5643,Dannemora,New York,"3,620"
5644,Oglesby,Illinois,"3,619"
5645,Palmyra,Missouri,"3,618"
5646,Saluda,South Carolina,"3,617"
5648,Wrightsville,Georgia,"3,616"
5647,Northern Cambria,Pennsylvania,"3,616"
5649,Romeo,Michigan,"3,613"
5650,Melrose,Minnesota,"3,611"
5651,Piggott,Arkansas,"3,611"
5652,Wills Point,Texas,"3,608"
5653,Wheatland,Wyoming,"3,606"
5656,Ocilla,Georgia,"3,604"
5655,Huxley,Iowa,"3,604"
5654,Amberley,Ohio,"3,604"
5658,Fairbury,Illinois,"3,603"
5657,Carrollton,Missouri,"3,603"
5659,Mission Hills,Kansas,"3,600"
5661,Van Alstyne,Texas,"3,599"
5660,Marianna,Arkansas,"3,599"
5662,Knox,Indiana,"3,597"
5663,Brookville,New York,"3,596"
5664,Blackshear,Georgia,"3,595"
5665,Plymouth,North Carolina,"3,594"
5666,Princess Anne,Maryland,"3,593"
5668,Merton,Wisconsin,"3,592"
5667,Hobart,Oklahoma,"3,592"
5669,Pine Lawn,Missouri,"3,592"
5670,Greenhills,Ohio,"3,588"
5671,Vivian,Louisiana,"3,585"
5672,Slippery Rock,Pennsylvania,"3,583"
5673,Yuma,Colorado,"3,582"
5674,Carey,Ohio,"3,581"
5675,Lillington,North Carolina,"3,581"
5676,Paoli,Indiana,"3,581"
5677,Chipley,Florida,"3,580"
5678,Golf Manor,Ohio,"3,579"
5679,Imlay City,Michigan,"3,579"
5680,Lake Clarke Shores,Florida,"3,578"
5682,El Dorado Springs,Missouri,"3,577"
5681,Combined Locks,Wisconsin,"3,577"
5683,Middlebury,Indiana,"3,575"
5684,Ozark,Arkansas,"3,573"
5685,Sloan,New York,"3,573"
5686,Colonial Beach,Virginia,"3,571"
5687,Mobridge,South Dakota,"3,570"
5688,Centerville,Tennessee,"3,568"
5689,St. Johns,Arizona,"3,568"
5690,Frontenac,Missouri,"3,566"
5691,Peralta,New Mexico,"3,565"
5693,Juno Beach,Florida,"3,564"
5692,Hot Springs,South Dakota,"3,564"
5694,Two Harbors,Minnesota,"3,562"
5695,Dixmoor,Illinois,"3,561"
5696,South Glens Falls,New York,"3,560"
5697,Toledo,Oregon,"3,560"
5698,Red Bud,Illinois,"3,559"
5699,Forsyth,Illinois,"3,557"
5700,Alma,Georgia,"3,556"
5701,Omro,Wisconsin,"3,556"
5702,Centre,Alabama,"3,555"
5704,Wilkesboro,North Carolina,"3,554"
5703,Monte Sereno,California,"3,554"
5706,Trappe,Pennsylvania,"3,553"
5705,Louisburg,North Carolina,"3,553"
5707,Camden,Tennessee,"3,551"
5709,Le Roy,Illinois,"3,550"
5708,Black River Falls,Wisconsin,"3,550"
5710,Kane,Pennsylvania,"3,548"
5711,Mount Orab,Ohio,"3,548"
5712,Oregon,Illinois,"3,545"
5715,Pulaski,Wisconsin,"3,544"
5714,Pen Argyl,Pennsylvania,"3,544"
5713,Elizabethtown,North Carolina,"3,544"
5717,Morganfield,Kentucky,"3,543"
5716,Hanover,Indiana,"3,543"
5720,Prestonsburg,Kentucky,"3,541"
5719,Mount Angel,Oregon,"3,541"
5718,High Bridge,New Jersey,"3,541"
5721,Tupper Lake,New York,"3,541"
5722,Teague,Texas,"3,540"
5723,Broken Bow,Nebraska,"3,539"
5724,Newcastle,Wyoming,"3,535"
5725,Robins,Iowa,"3,535"
5726,Rochester,Pennsylvania,"3,534"
5727,Philippi,West Virginia,"3,533"
5728,Oxford,Michigan,"3,532"
5729,Unicoi,Tennessee,"3,531"
5730,South Nyack,New York,"3,530"
5731,North Baltimore,Ohio,"3,529"
5732,Granite Falls,Washington,"3,525"
5733,Houston,Mississippi,"3,524"
5734,Mifflinburg,Pennsylvania,"3,521"
5735,Rogersville,Missouri,"3,519"
5736,Wright City,Missouri,"3,517"
5737,Aledo,Illinois,"3,516"
5738,Willcox,Arizona,"3,511"
5739,Boonsboro,Maryland,"3,510"
5740,Bloomer,Wisconsin,"3,509"
5741,Delta,Utah,"3,509"
5742,Etowah,Tennessee,"3,508"
5743,St. Anthony,Idaho,"3,504"
5744,Dewey,Oklahoma,"3,502"
5745,Midland,North Carolina,"3,501"
5746,Cape May,New Jersey,"3,500"
5747,Tontitown,Arkansas,"3,497"
5751,Sauk City,Wisconsin,"3,495"
5750,Perry,New York,"3,495"
5749,Hominy,Oklahoma,"3,495"
5748,Gooding,Idaho,"3,495"
5752,Minoa,New York,"3,492"
5753,Camden,Delaware,"3,489"
5754,Germantown Hills,Illinois,"3,489"
5755,Johnston City,Illinois,"3,488"
5756,Union City,Indiana,"3,487"
5758,Woodstown,New Jersey,"3,484"
5757,Myrtle Creek,Oregon,"3,484"
5759,Newport,Minnesota,"3,481"
5760,Paulding,Ohio,"3,479"
5761,Pawhuska,Oklahoma,"3,477"
5762,Lyman,South Carolina,"3,476"
5763,Gothenburg,Nebraska,"3,475"
5764,Heflin,Alabama,"3,474"
5765,Port St. Joe,Florida,"3,474"
5766,Kitty Hawk,North Carolina,"3,473"
5767,Altavista,Virginia,"3,468"
5768,Haworth,New Jersey,"3,464"
5769,Gallipolis,Ohio,"3,462"
5770,Carthage,New York,"3,458"
5771,West Orange,Texas,"3,456"
5773,Paris,Arkansas,"3,454"
5772,Livingston,Alabama,"3,454"
5775,Mora,Minnesota,"3,453"
5774,Blackstone,Virginia,"3,453"
5776,Goldendale,Washington,"3,449"
5777,Gramercy,Louisiana,"3,449"
5778,Paw Paw,Michigan,"3,448"
5779,Poteet,Texas,"3,446"
5780,Richwood,Louisiana,"3,446"
5781,Sleepy Eye,Minnesota,"3,445"
5783,Venus,Texas,"3,444"
5782,Polkton,North Carolina,"3,444"
5784,Red Oak,North Carolina,"3,443"
5785,Seymour,Wisconsin,"3,443"
5786,Hicksville,Ohio,"3,442"
5787,Loxahatchee Groves,Florida,"3,441"
5790,Tolono,Illinois,"3,438"
5789,Ohioville,Pennsylvania,"3,438"
5788,Freeland,Pennsylvania,"3,438"
5791,White Bluff,Tennessee,"3,437"
5792,Jena,Louisiana,"3,435"
5794,Summersville,West Virginia,"3,434"
5793,Morton,Mississippi,"3,434"
5795,Riverton,Illinois,"3,433"
5796,Marion,Alabama,"3,432"
5798,Lockland,Ohio,"3,430"
5797,Elk Ridge,Utah,"3,430"
5799,Mariemont,Ohio,"3,430"
5800,Maybrook,New York,"3,428"
5801,Eagle Grove,Iowa,"3,427"
5802,Bayport,Minnesota,"3,426"
5803,New Hampton,Iowa,"3,424"
5804,Llano,Texas,"3,422"
5805,Hoosick Falls,New York,"3,420"
5806,Red Springs,North Carolina,"3,419"
5807,Frontenac,Kansas,"3,414"
5808,Troy,North Carolina,"3,414"
5810,Story City,Iowa,"3,410"
5809,Malvern,Pennsylvania,"3,410"
5811,Weston Lakes,Texas,"3,410"
5812,Zumbrota,Minnesota,"3,409"
5815,Rio Dell,California,"3,408"
5814,Lowville,New York,"3,408"
5813,Farmersville,Texas,"3,408"
5816,Peshtigo,Wisconsin,"3,407"
5817,Jewett City,Connecticut,"3,406"
5818,Corunna,Michigan,"3,401"
5819,Cleves,Ohio,"3,400"
5821,Manti,Utah,"3,396"
5820,Chandler,Indiana,"3,396"
5822,Wewoka,Oklahoma,"3,395"
5824,Water Valley,Mississippi,"3,393"
5823,Virden,Illinois,"3,393"
5826,Maiden,North Carolina,"3,392"
5825,Clifton,Texas,"3,392"
5827,Piney Point Village,Texas,"3,391"
5828,Ely,Minnesota,"3,390"
5829,Alamo,Georgia,"3,389"
5830,Kenedy,Texas,"3,388"
5831,Mabank,Texas,"3,388"
5832,Mayfield,Ohio,"3,387"
5835,West Lake Hills,Texas,"3,386"
5834,Hubbard,Oregon,"3,386"
5833,Canton,South Dakota,"3,386"
5836,Greensboro,Georgia,"3,384"
5838,Boardman,Oregon,"3,383"
5837,Aubrey,Texas,"3,383"
5839,Palmyra,New York,"3,381"
5841,Tipton,Missouri,"3,378"
5840,Gibson City,Illinois,"3,378"
5842,Tuckerton,New Jersey,"3,378"
5843,Beulah,North Dakota,"3,376"
5844,West Liberty,Kentucky,"3,375"
5845,Wellsville,Ohio,"3,374"
5846,Waldron,Arkansas,"3,372"
5847,Duncan,South Carolina,"3,369"
5848,Etna,Pennsylvania,"3,368"
5850,Masontown,Pennsylvania,"3,365"
5849,Edcouch,Texas,"3,365"
5851,Sharpsburg,Pennsylvania,"3,365"
5852,Glasgow,Montana,"3,364"
5853,Stanhope,New Jersey,"3,364"
5855,Mount Pleasant,Utah,"3,363"
5854,Islandia,New York,"3,363"
5857,Lutcher,Louisiana,"3,362"
5856,Jasper,Tennessee,"3,362"
5858,Hanover,Minnesota,"3,360"
5859,Pine Island,Minnesota,"3,360"
5860,Essexville,Michigan,"3,359"
5861,Vinton,Louisiana,"3,356"
5862,Lincoln Heights,Ohio,"3,354"
5864,Wrightstown,Wisconsin,"3,353"
5863,Ossian,Indiana,"3,353"
5865,Karnes City,Texas,"3,350"
5866,Warsaw,New York,"3,347"
5868,Springdale,Pennsylvania,"3,344"
5867,Middleville,Michigan,"3,344"
5871,Winnsboro,Texas,"3,343"
5870,Moulton,Alabama,"3,343"
5869,Heavener,Oklahoma,"3,343"
5872,Bamberg,South Carolina,"3,342"
5874,Cuba,Missouri,"3,340"
5873,Cassville,Missouri,"3,340"
5875,Lindsborg,Kansas,"3,338"
5876,Spearman,Texas,"3,336"
5877,Long Prairie,Minnesota,"3,334"
5878,Fulton,Illinois,"3,333"
5879,Waterloo,Wisconsin,"3,333"
5880,Baldwyn,Mississippi,"3,332"
5881,Crestview Hills,Kentucky,"3,332"
5883,Nicholls,Georgia,"3,331"
5882,Hollywood Park,Texas,"3,331"
5885,Ferriday,Louisiana,"3,330"
5884,Durand,Michigan,"3,330"
5887,Sleepy Hollow,Illinois,"3,329"
5886,Crandall,Texas,"3,329"
5888,Nash,Texas,"3,328"
5890,Windermere,Florida,"3,327"
5889,West Point,Nebraska,"3,327"
5892,Haughton,Louisiana,"3,325"
5891,Gunnison,Utah,"3,325"
5894,Mount Oliver,Pennsylvania,"3,321"
5893,Manor,Pennsylvania,"3,321"
5895,Hatfield,Pennsylvania,"3,318"
5896,Newton,Mississippi,"3,317"
5897,Annandale,Minnesota,"3,315"
5898,West Point,Virginia,"3,314"
5899,Estacada,Oregon,"3,313"
5900,Georgetown,Illinois,"3,312"
5903,Winnsboro,South Carolina,"3,311"
5902,Flat Rock,North Carolina,"3,311"
5901,Barron,Wisconsin,"3,311"
5904,Spencer,North Carolina,"3,308"
5905,Moreland Hills,Ohio,"3,306"
5907,Sugar Creek,Missouri,"3,304"
5906,Baldwin,Georgia,"3,304"
5908,Mingo Junction,Ohio,"3,302"
5909,Reno,Texas,"3,302"
5910,Spring City,Pennsylvania,"3,301"
5911,Perham,Minnesota,"3,300"
5912,Auburn,Nebraska,"3,299"
5913,Priceville,Alabama,"3,297"
5914,Fort Edward,New York,"3,296"
5915,Lakeland,Georgia,"3,295"
5916,Blairsville,Pennsylvania,"3,294"
5917,Marysville,Kansas,"3,294"
5920,Woodlawn,Ohio,"3,292"
5919,Pagedale,Missouri,"3,292"
5918,Mount Shasta,California,"3,292"
5922,New Baden,Illinois,"3,291"
5921,Iowa,Louisiana,"3,291"
5923,Avon,New York,"3,290"
5924,Jefferson,Oregon,"3,289"
5925,Hanceville,Alabama,"3,288"
5927,New York Mills,New York,"3,286"
5926,Balcones Heights,Texas,"3,286"
5928,Holton,Kansas,"3,285"
5930,Whispering Pines,North Carolina,"3,285"
5929,Lebanon,Virginia,"3,285"
5931,Newbern,Tennessee,"3,284"
5934,Vicksburg,Michigan,"3,283"
5933,Pittsboro,Indiana,"3,283"
5932,Newburgh,Indiana,"3,283"
5935,Louisiana,Missouri,"3,281"
5936,Southampton,New York,"3,280"
5937,Muldrow,Oklahoma,"3,279"
5938,McCall,Idaho,"3,278"
5941,Melbourne Beach,Florida,"3,276"
5940,Brodhead,Wisconsin,"3,276"
5939,Benton City,Washington,"3,276"
5943,Heyburn,Idaho,"3,275"
5942,Berwyn Heights,Maryland,"3,275"
5944,Wellsboro,Pennsylvania,"3,275"
5945,Gravette,Arkansas,"3,271"
5946,Orange,Ohio,"3,271"
5947,Breckenridge,Minnesota,"3,270"
5949,Gray,Georgia,"3,268"
5948,Clyde Hill,Washington,"3,268"
5950,Lordstown,Ohio,"3,266"
5951,Garnett,Kansas,"3,264"
5953,Midway,Florida,"3,263"
5952,Hinton,Oklahoma,"3,263"
5954,Howards Grove,Wisconsin,"3,261"
5955,Dundee,Oregon,"3,257"
5956,Galena,Illinois,"3,255"
5957,Oliver Springs,Tennessee,"3,253"
5958,Liberty,South Carolina,"3,252"
5959,Ingram,Pennsylvania,"3,248"
5961,Oakridge,Oregon,"3,246"
5960,Medina,Washington,"3,246"
5963,Ripley,West Virginia,"3,245"
5962,Kotzebue,Alaska,"3,245"
5966,Russell,Kentucky,"3,244"
5965,Franklin,Michigan,"3,244"
5964,Blissfield,Michigan,"3,244"
5969,Upland,Pennsylvania,"3,242"
5968,North Wales,Pennsylvania,"3,242"
5967,Cadiz,Ohio,"3,242"
5971,Plainview,Minnesota,"3,239"
5970,Okemah,Oklahoma,"3,239"
5973,Jackson,Minnesota,"3,238"
5974,Ravena,New York,"3,238"
5972,Bishopville,South Carolina,"3,238"
5975,Saddle River,New Jersey,"3,237"
5976,Pomona,New York,"3,235"
5978,Netcong,New Jersey,"3,234"
5977,Milan,New Mexico,"3,234"
5980,Welsh,Louisiana,"3,232"
5979,Coplay,Pennsylvania,"3,232"
5981,South Jacksonville,Illinois,"3,230"
5982,Ellsworth,Wisconsin,"3,229"
5983,Port Washington North,New York,"3,228"
5985,Riverside,Missouri,"3,227"
5984,Nesquehoning,Pennsylvania,"3,227"
5986,Hodgenville,Kentucky,"3,226"
5987,Checotah,Oklahoma,"3,225"
5988,Gosnell,Arkansas,"3,225"
5989,Cleveland,Oklahoma,"3,222"
5991,Monmouth Beach,New Jersey,"3,222"
5990,Georgetown,Indiana,"3,222"
5992,Kingstree,South Carolina,"3,221"
5994,Ponce Inlet,Florida,"3,220"
5993,Manila,Arkansas,"3,220"
5995,Athens,Pennsylvania,"3,219"
5996,Tipton,Iowa,"3,217"
5997,Shelby,Montana,"3,216"
5998,Pitcairn,Pennsylvania,"3,215"
6000,Mansfield,Pennsylvania,"3,211"
5999,Blue Earth,Minnesota,"3,211"
6001,Carlyle,Illinois,"3,208"
6002,El Cenizo,Texas,"3,206"
6003,Clarksville,Texas,"3,203"
6004,Delmar,Maryland,"3,203"
6005,Milbank,South Dakota,"3,203"
6006,Grantville,Georgia,"3,202"
6007,Tomahawk,Wisconsin,"3,201"
6008,Laguna Vista,Texas,"3,200"
6009,Biscayne Park,Florida,"3,198"
6010,Wesleyville,Pennsylvania,"3,194"
6011,Haskell,Texas,"3,192"
6012,Warrior,Alabama,"3,192"
6014,Pickens,South Carolina,"3,190"
6013,Gillespie,Illinois,"3,190"
6015,Nyssa,Oregon,"3,188"
6016,Union City,Pennsylvania,"3,188"
6018,Tallapoosa,Georgia,"3,187"
6017,Mamou,Louisiana,"3,187"
6019,Ladysmith,Wisconsin,"3,184"
6020,Pendleton,South Carolina,"3,184"
6021,Brentwood,Maryland,"3,183"
6022,Myerstown,Pennsylvania,"3,183"
6023,East Dundee,Illinois,"3,182"
6024,Chandler,Oklahoma,"3,181"
6025,Brackenridge,Pennsylvania,"3,180"
6026,West Union,Ohio,"3,180"
6027,Frostproof,Florida,"3,179"
6028,Thiensville,Wisconsin,"3,179"
6029,Williamsburg,Iowa,"3,179"
6030,Cactus,Texas,"3,178"
6031,Momence,Illinois,"3,177"
6032,Rockwood,Michigan,"3,176"
6033,Swansboro,North Carolina,"3,173"
6034,Pleasant Valley,West Virginia,"3,172"
6035,Centerville,Pennsylvania,"3,171"
6036,Barbourville,Kentucky,"3,170"
6038,South Blooming Grove,New York,"3,167"
6037,Oak Ridge North,Texas,"3,167"
6040,Wildwood Crest,New Jersey,"3,167"
6039,Sumner,Illinois,"3,167"
6041,Ebensburg,Pennsylvania,"3,166"
6042,Olney,Texas,"3,166"
6043,Millersburg,Ohio,"3,165"
6044,Orchard Park,New York,"3,165"
6045,Corydon,Indiana,"3,163"
6046,Cashmere,Washington,"3,162"
6047,Homestead,Pennsylvania,"3,161"
6048,Williams,Arizona,"3,159"
6049,Rural Hall,North Carolina,"3,158"
6051,Greenwood,Louisiana,"3,157"
6050,Clayton,Delaware,"3,157"
6052,Algona,Washington,"3,156"
6053,Big Lake,Texas,"3,152"
6054,Chattahoochee,Florida,"3,152"
6056,Mount Penn,Pennsylvania,"3,152"
6055,DeQuincy,Louisiana,"3,152"
6057,Warsaw,North Carolina,"3,151"
6058,Avondale Estates,Georgia,"3,150"
6059,Boscobel,Wisconsin,"3,150"
6060,Abingdon,Illinois,"3,149"
6063,Macungie,Pennsylvania,"3,149"
6062,Hamburg,New Jersey,"3,149"
6061,Grand Saline,Texas,"3,149"
6064,Madison,Ohio,"3,148"
6065,Nevada City,California,"3,145"
6066,Blanchard,Louisiana,"3,144"
6068,Zillah,Washington,"3,144"
6067,La Center,Washington,"3,144"
6070,Hilliard,Florida,"3,143"
6069,DeWitt,Arkansas,"3,143"
6071,Homer,New York,"3,143"
6072,Montezuma,Georgia,"3,142"
6073,Yerington,Nevada,"3,142"
6074,Dripping Springs,Texas,"3,140"
6075,Hartford,South Dakota,"3,140"
6076,Grangeville,Idaho,"3,139"
6078,Mannford,Oklahoma,"3,139"
6077,Hogansville,Georgia,"3,139"
6079,Crystal River,Florida,"3,138"
6081,Somerville,Tennessee,"3,137"
6080,Delhi,New York,"3,137"
6082,Delta,Ohio,"3,136"
6083,Carrollton,Ohio,"3,135"
6084,Bandon,Oregon,"3,134"
6085,Bishop,Texas,"3,134"
6086,Bethel Acres,Oklahoma,"3,133"
6087,Rush City,Minnesota,"3,132"
6088,Hillsboro,Missouri,"3,131"
6089,New Holstein,Wisconsin,"3,129"
6091,River Bend,North Carolina,"3,128"
6090,Dadeville,Alabama,"3,128"
6092,Brillion,Wisconsin,"3,127"
6093,Hideaway,Texas,"3,127"
6094,Springfield,Kentucky,"3,123"
6095,Bethany,Missouri,"3,122"
6096,Landis,North Carolina,"3,121"
6097,Red Bay,Alabama,"3,119"
6099,McDonald,Ohio,"3,118"
6098,Corning,Arkansas,"3,118"
6100,Sloatsburg,New York,"3,118"
6101,Licking,Missouri,"3,116"
6102,Trafford,Pennsylvania,"3,114"
6103,Tybee Island,Georgia,"3,113"
6107,Tishomingo,Oklahoma,"3,109"
6106,Portageville,Missouri,"3,109"
6105,Nashville,Illinois,"3,109"
6104,Bean Station,Tennessee,"3,109"
6108,Doylestown,Ohio,"3,108"
6109,Lake Success,New York,"3,107"
6110,East Prairie,Missouri,"3,106"
6111,Columbus,Kansas,"3,104"
6112,Montrose,Minnesota,"3,102"
6113,Providence,Kentucky,"3,102"
6114,Benson,Minnesota,"3,101"
6116,Greenwood Lake,New York,"3,101"
6115,Chickamauga,Georgia,"3,101"
6117,Blythewood,South Carolina,"3,099"
6119,Brookland,Arkansas,"3,098"
6118,Algoma,Wisconsin,"3,098"
6120,South Pittsburg,Tennessee,"3,097"
6122,Tonkawa,Oklahoma,"3,095"
6121,Pottsville,Arkansas,"3,095"
6123,Walbridge,Ohio,"3,094"
6124,Attica,Indiana,"3,092"
6127,Silt,Colorado,"3,087"
6126,San Saba,Texas,"3,087"
6125,Cherry Valley,Illinois,"3,087"
6128,Frisco,Colorado,"3,084"
6129,Wise,Virginia,"3,083"
6131,Wallburg,North Carolina,"3,082"
6132,Wormleysburg,Pennsylvania,"3,082"
6130,Double Oak,Texas,"3,082"
6133,Needville,Texas,"3,078"
6134,Lavon,Texas,"3,077"
6135,Weaver,Alabama,"3,076"
6136,Garner,Iowa,"3,075"
6137,Lewes,Delaware,"3,074"
6138,Prescott,Arkansas,"3,073"
6141,Wilder,Kentucky,"3,071"
6140,Clare,Michigan,"3,071"
6139,Brazoria,Texas,"3,071"
6142,Bushnell,Florida,"3,067"
6143,Pleasant Valley,Missouri,"3,067"
6144,Locust,North Carolina,"3,066"
6147,Pine City,Minnesota,"3,065"
6146,Orchard City,Colorado,"3,065"
6145,Hiawatha,Kansas,"3,065"
6148,Atoka,Oklahoma,"3,064"
6149,Brightwaters,New York,"3,060"
6150,Lakemore,Ohio,"3,060"
6154,McSherrystown,Pennsylvania,"3,059"
6152,Fairport Harbor,Ohio,"3,059"
6153,Lodi,Wisconsin,"3,059"
6156,Westville,Illinois,"3,059"
6151,Atkins,Arkansas,"3,059"
6155,Proctor,Minnesota,"3,059"
6157,Arcadia,Wisconsin,"3,057"
6158,Buckner,Missouri,"3,055"
6163,Shady Cove,Oregon,"3,055"
6162,Salmon,Idaho,"3,055"
6160,Kenova,West Virginia,"3,055"
6159,Combes,Texas,"3,055"
6161,Milford,Iowa,"3,055"
6164,Westfield,New York,"3,054"
6165,Elma,Washington,"3,053"
6166,Mount Pocono,Pennsylvania,"3,052"
6167,Bullard,Texas,"3,051"
6168,Bal Harbour,Florida,"3,050"
6169,Buffalo,Missouri,"3,049"
6170,Beaver,Utah,"3,048"
6171,Sherrill,New York,"3,048"
6172,Ellsworth,Kansas,"3,047"
6173,Allendale,South Carolina,"3,046"
